"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Ano x Condição de atividade x Sexo"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Economicamente ativa";"Não economicamente ativa"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Total";"Total"
"3519907";"Iepê (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3519907";"Iepê (SP)";"Total";"50 a 54 anos";"458";"224";"234"
"3519907";"Iepê (SP)";"Total";"55 a 59 anos";"396";"206";"190"
"3519907";"Iepê (SP)";"Total";"60 a 69 anos";"598";"213";"385"
"3519907";"Iepê (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3519907";"Iepê (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520004";"Igaraçu do Tietê (SP)";"Total";"15 a 19 anos";"2008";"1047";"962"
"3520004";"Igaraçu do Tietê (SP)";"Total";"15 a 17 anos";"1156";"408";"748"
"3520004";"Igaraçu do Tietê (SP)";"Total";"15 anos";"...";"...";"..."
"3520004";"Igaraçu do Tietê (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520004";"Igaraçu do Tietê (SP)";"Total";"18 e 19 anos";"852";"639";"214"
"3520004";"Igaraçu do Tietê (SP)";"Total";"20 a 24 anos";"2176";"1821";"356"
"3520004";"Igaraçu do Tietê (SP)";"Total";"25 a 29 anos";"2093";"1835";"258"
"3520004";"Igaraçu do Tietê (SP)";"Total";"30 a 34 anos";"1921";"1602";"319"
"3520004";"Igaraçu do Tietê (SP)";"Total";"35 a 39 anos";"1737";"1414";"323"
"3520004";"Igaraçu do Tietê (SP)";"Total";"40 a 44 anos";"1824";"1439";"385"
"3520004";"Igaraçu do Tietê (SP)";"Total";"45 a 49 anos";"1732";"1224";"508"
"3520004";"Igaraçu do Tietê (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520004";"Igaraçu do Tietê (SP)";"Total";"50 a 54 anos";"1287";"853";"435"
"3520004";"Igaraçu do Tietê (SP)";"Total";"55 a 59 anos";"967";"447";"520"
"3520004";"Igaraçu do Tietê (SP)";"Total";"60 a 69 anos";"1431";"315";"1116"
"3520004";"Igaraçu do Tietê (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520004";"Igaraçu do Tietê (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520103";"Igarapava (SP)";"Total";"15 a 19 anos";"2244";"976";"1268"
"3520103";"Igarapava (SP)";"Total";"15 a 17 anos";"1306";"439";"867"
"3520103";"Igarapava (SP)";"Total";"15 anos";"...";"...";"..."
"3520103";"Igarapava (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520103";"Igarapava (SP)";"Total";"18 e 19 anos";"938";"537";"401"
"3520103";"Igarapava (SP)";"Total";"20 a 24 anos";"2608";"2087";"521"
"3520103";"Igarapava (SP)";"Total";"25 a 29 anos";"2593";"2149";"444"
"3520103";"Igarapava (SP)";"Total";"30 a 34 anos";"2290";"1861";"429"
"3520103";"Igarapava (SP)";"Total";"35 a 39 anos";"1961";"1712";"249"
"3520103";"Igarapava (SP)";"Total";"40 a 44 anos";"1909";"1419";"490"
"3520103";"Igarapava (SP)";"Total";"45 a 49 anos";"1886";"1475";"411"
"3520103";"Igarapava (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520103";"Igarapava (SP)";"Total";"50 a 54 anos";"1623";"1060";"563"
"3520103";"Igarapava (SP)";"Total";"55 a 59 anos";"1306";"679";"627"
"3520103";"Igarapava (SP)";"Total";"60 a 69 anos";"1938";"578";"1360"
"3520103";"Igarapava (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520103";"Igarapava (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520202";"Igaratá (SP)";"Total";"15 a 19 anos";"746";"398";"348"
"3520202";"Igaratá (SP)";"Total";"15 a 17 anos";"411";"142";"268"
"3520202";"Igaratá (SP)";"Total";"15 anos";"...";"...";"..."
"3520202";"Igaratá (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520202";"Igaratá (SP)";"Total";"18 e 19 anos";"335";"256";"79"
"3520202";"Igaratá (SP)";"Total";"20 a 24 anos";"698";"568";"130"
"3520202";"Igaratá (SP)";"Total";"25 a 29 anos";"700";"576";"124"
"3520202";"Igaratá (SP)";"Total";"30 a 34 anos";"683";"586";"97"
"3520202";"Igaratá (SP)";"Total";"35 a 39 anos";"645";"502";"143"
"3520202";"Igaratá (SP)";"Total";"40 a 44 anos";"632";"468";"164"
"3520202";"Igaratá (SP)";"Total";"45 a 49 anos";"550";"433";"117"
"3520202";"Igaratá (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520202";"Igaratá (SP)";"Total";"50 a 54 anos";"518";"382";"136"
"3520202";"Igaratá (SP)";"Total";"55 a 59 anos";"474";"266";"208"
"3520202";"Igaratá (SP)";"Total";"60 a 69 anos";"635";"292";"343"
"3520202";"Igaratá (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520202";"Igaratá (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520301";"Iguape (SP)";"Total";"15 a 19 anos";"2407";"751";"1656"
"3520301";"Iguape (SP)";"Total";"15 a 17 anos";"1603";"346";"1257"
"3520301";"Iguape (SP)";"Total";"15 anos";"...";"...";"..."
"3520301";"Iguape (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520301";"Iguape (SP)";"Total";"18 e 19 anos";"804";"405";"399"
"3520301";"Iguape (SP)";"Total";"20 a 24 anos";"1837";"1294";"543"
"3520301";"Iguape (SP)";"Total";"25 a 29 anos";"1977";"1471";"506"
"3520301";"Iguape (SP)";"Total";"30 a 34 anos";"2074";"1635";"439"
"3520301";"Iguape (SP)";"Total";"35 a 39 anos";"2063";"1598";"465"
"3520301";"Iguape (SP)";"Total";"40 a 44 anos";"1932";"1395";"537"
"3520301";"Iguape (SP)";"Total";"45 a 49 anos";"1897";"1438";"459"
"3520301";"Iguape (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520301";"Iguape (SP)";"Total";"50 a 54 anos";"1602";"1118";"484"
"3520301";"Iguape (SP)";"Total";"55 a 59 anos";"1544";"862";"682"
"3520301";"Iguape (SP)";"Total";"60 a 69 anos";"2363";"826";"1537"
"3520301";"Iguape (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520301";"Iguape (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520400";"Ilhabela (SP)";"Total";"15 a 19 anos";"2508";"1380";"1128"
"3520400";"Ilhabela (SP)";"Total";"15 a 17 anos";"1548";"701";"847"
"3520400";"Ilhabela (SP)";"Total";"15 anos";"...";"...";"..."
"3520400";"Ilhabela (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520400";"Ilhabela (SP)";"Total";"18 e 19 anos";"960";"679";"281"
"3520400";"Ilhabela (SP)";"Total";"20 a 24 anos";"2617";"2173";"443"
"3520400";"Ilhabela (SP)";"Total";"25 a 29 anos";"2937";"2530";"407"
"3520400";"Ilhabela (SP)";"Total";"30 a 34 anos";"2860";"2573";"286"
"3520400";"Ilhabela (SP)";"Total";"35 a 39 anos";"1958";"1722";"236"
"3520400";"Ilhabela (SP)";"Total";"40 a 44 anos";"2079";"1833";"246"
"3520400";"Ilhabela (SP)";"Total";"45 a 49 anos";"1639";"1384";"255"
"3520400";"Ilhabela (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520400";"Ilhabela (SP)";"Total";"50 a 54 anos";"1409";"1025";"384"
"3520400";"Ilhabela (SP)";"Total";"55 a 59 anos";"1091";"838";"253"
"3520400";"Ilhabela (SP)";"Total";"60 a 69 anos";"1312";"697";"615"
"3520400";"Ilhabela (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520400";"Ilhabela (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520426";"Ilha Comprida (SP)";"Total";"15 a 19 anos";"674";"223";"451"
"3520426";"Ilha Comprida (SP)";"Total";"15 a 17 anos";"457";"99";"358"
"3520426";"Ilha Comprida (SP)";"Total";"15 anos";"...";"...";"..."
"3520426";"Ilha Comprida (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520426";"Ilha Comprida (SP)";"Total";"18 e 19 anos";"217";"124";"93"
"3520426";"Ilha Comprida (SP)";"Total";"20 a 24 anos";"505";"324";"181"
"3520426";"Ilha Comprida (SP)";"Total";"25 a 29 anos";"565";"400";"165"
"3520426";"Ilha Comprida (SP)";"Total";"30 a 34 anos";"577";"453";"124"
"3520426";"Ilha Comprida (SP)";"Total";"35 a 39 anos";"549";"412";"137"
"3520426";"Ilha Comprida (SP)";"Total";"40 a 44 anos";"598";"449";"149"
"3520426";"Ilha Comprida (SP)";"Total";"45 a 49 anos";"660";"492";"168"
"3520426";"Ilha Comprida (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520426";"Ilha Comprida (SP)";"Total";"50 a 54 anos";"661";"375";"286"
"3520426";"Ilha Comprida (SP)";"Total";"55 a 59 anos";"656";"277";"380"
"3520426";"Ilha Comprida (SP)";"Total";"60 a 69 anos";"952";"264";"688"
"3520426";"Ilha Comprida (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520426";"Ilha Comprida (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520442";"Ilha Solteira (SP)";"Total";"15 a 19 anos";"2108";"753";"1355"
"3520442";"Ilha Solteira (SP)";"Total";"15 a 17 anos";"1406";"407";"999"
"3520442";"Ilha Solteira (SP)";"Total";"15 anos";"...";"...";"..."
"3520442";"Ilha Solteira (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520442";"Ilha Solteira (SP)";"Total";"18 e 19 anos";"702";"346";"356"
"3520442";"Ilha Solteira (SP)";"Total";"20 a 24 anos";"2039";"1451";"588"
"3520442";"Ilha Solteira (SP)";"Total";"25 a 29 anos";"1735";"1465";"270"
"3520442";"Ilha Solteira (SP)";"Total";"30 a 34 anos";"1847";"1551";"296"
"3520442";"Ilha Solteira (SP)";"Total";"35 a 39 anos";"2054";"1775";"279"
"3520442";"Ilha Solteira (SP)";"Total";"40 a 44 anos";"2020";"1615";"405"
"3520442";"Ilha Solteira (SP)";"Total";"45 a 49 anos";"1843";"1400";"443"
"3520442";"Ilha Solteira (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520442";"Ilha Solteira (SP)";"Total";"50 a 54 anos";"1634";"1210";"424"
"3520442";"Ilha Solteira (SP)";"Total";"55 a 59 anos";"1529";"841";"688"
"3520442";"Ilha Solteira (SP)";"Total";"60 a 69 anos";"2174";"812";"1362"
"3520442";"Ilha Solteira (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520442";"Ilha Solteira (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520509";"Indaiatuba (SP)";"Total";"15 a 19 anos";"16524";"8739";"7785"
"3520509";"Indaiatuba (SP)";"Total";"15 a 17 anos";"9797";"3834";"5962"
"3520509";"Indaiatuba (SP)";"Total";"15 anos";"...";"...";"..."
"3520509";"Indaiatuba (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520509";"Indaiatuba (SP)";"Total";"18 e 19 anos";"6727";"4904";"1823"
"3520509";"Indaiatuba (SP)";"Total";"20 a 24 anos";"18530";"15468";"3062"
"3520509";"Indaiatuba (SP)";"Total";"25 a 29 anos";"19309";"16960";"2349"
"3520509";"Indaiatuba (SP)";"Total";"30 a 34 anos";"18044";"15437";"2607"
"3520509";"Indaiatuba (SP)";"Total";"35 a 39 anos";"15930";"13619";"2311"
"3520509";"Indaiatuba (SP)";"Total";"40 a 44 anos";"15114";"12610";"2504"
"3520509";"Indaiatuba (SP)";"Total";"45 a 49 anos";"13828";"10769";"3059"
"3520509";"Indaiatuba (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520509";"Indaiatuba (SP)";"Total";"50 a 54 anos";"11683";"8213";"3470"
"3520509";"Indaiatuba (SP)";"Total";"55 a 59 anos";"9342";"5503";"3838"
"3520509";"Indaiatuba (SP)";"Total";"60 a 69 anos";"11922";"4458";"7464"
"3520509";"Indaiatuba (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520509";"Indaiatuba (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520608";"Indiana (SP)";"Total";"15 a 19 anos";"404";"194";"210"
"3520608";"Indiana (SP)";"Total";"15 a 17 anos";"236";"82";"154"
"3520608";"Indiana (SP)";"Total";"15 anos";"...";"...";"..."
"3520608";"Indiana (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520608";"Indiana (SP)";"Total";"18 e 19 anos";"168";"112";"56"
"3520608";"Indiana (SP)";"Total";"20 a 24 anos";"431";"354";"77"
"3520608";"Indiana (SP)";"Total";"25 a 29 anos";"377";"313";"64"
"3520608";"Indiana (SP)";"Total";"30 a 34 anos";"390";"334";"56"
"3520608";"Indiana (SP)";"Total";"35 a 39 anos";"358";"295";"63"
"3520608";"Indiana (SP)";"Total";"40 a 44 anos";"362";"287";"75"
"3520608";"Indiana (SP)";"Total";"45 a 49 anos";"328";"273";"55"
"3520608";"Indiana (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520608";"Indiana (SP)";"Total";"50 a 54 anos";"282";"196";"86"
"3520608";"Indiana (SP)";"Total";"55 a 59 anos";"247";"139";"108"
"3520608";"Indiana (SP)";"Total";"60 a 69 anos";"390";"82";"308"
"3520608";"Indiana (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520608";"Indiana (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520707";"Indiaporã (SP)";"Total";"15 a 19 anos";"288";"139";"149"
"3520707";"Indiaporã (SP)";"Total";"15 a 17 anos";"147";"53";"94"
"3520707";"Indiaporã (SP)";"Total";"15 anos";"...";"...";"..."
"3520707";"Indiaporã (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520707";"Indiaporã (SP)";"Total";"18 e 19 anos";"141";"86";"56"
"3520707";"Indiaporã (SP)";"Total";"20 a 24 anos";"300";"174";"126"
"3520707";"Indiaporã (SP)";"Total";"25 a 29 anos";"295";"235";"60"
"3520707";"Indiaporã (SP)";"Total";"30 a 34 anos";"280";"229";"51"
"3520707";"Indiaporã (SP)";"Total";"35 a 39 anos";"258";"196";"62"
"3520707";"Indiaporã (SP)";"Total";"40 a 44 anos";"272";"192";"80"
"3520707";"Indiaporã (SP)";"Total";"45 a 49 anos";"266";"190";"76"
"3520707";"Indiaporã (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520707";"Indiaporã (SP)";"Total";"50 a 54 anos";"324";"195";"128"
"3520707";"Indiaporã (SP)";"Total";"55 a 59 anos";"222";"95";"127"
"3520707";"Indiaporã (SP)";"Total";"60 a 69 anos";"408";"160";"248"
"3520707";"Indiaporã (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520707";"Indiaporã (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520806";"Inúbia Paulista (SP)";"Total";"15 a 19 anos";"277";"156";"121"
"3520806";"Inúbia Paulista (SP)";"Total";"15 a 17 anos";"196";"90";"106"
"3520806";"Inúbia Paulista (SP)";"Total";"15 anos";"...";"...";"..."
"3520806";"Inúbia Paulista (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520806";"Inúbia Paulista (SP)";"Total";"18 e 19 anos";"81";"66";"15"
"3520806";"Inúbia Paulista (SP)";"Total";"20 a 24 anos";"315";"259";"56"
"3520806";"Inúbia Paulista (SP)";"Total";"25 a 29 anos";"286";"249";"37"
"3520806";"Inúbia Paulista (SP)";"Total";"30 a 34 anos";"285";"229";"56"
"3520806";"Inúbia Paulista (SP)";"Total";"35 a 39 anos";"265";"206";"59"
"3520806";"Inúbia Paulista (SP)";"Total";"40 a 44 anos";"255";"233";"22"
"3520806";"Inúbia Paulista (SP)";"Total";"45 a 49 anos";"259";"174";"85"
"3520806";"Inúbia Paulista (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520806";"Inúbia Paulista (SP)";"Total";"50 a 54 anos";"239";"175";"65"
"3520806";"Inúbia Paulista (SP)";"Total";"55 a 59 anos";"165";"95";"69"
"3520806";"Inúbia Paulista (SP)";"Total";"60 a 69 anos";"267";"91";"176"
"3520806";"Inúbia Paulista (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520806";"Inúbia Paulista (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3520905";"Ipaussu (SP)";"Total";"15 a 19 anos";"1124";"425";"699"
"3520905";"Ipaussu (SP)";"Total";"15 a 17 anos";"735";"205";"530"
"3520905";"Ipaussu (SP)";"Total";"15 anos";"...";"...";"..."
"3520905";"Ipaussu (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3520905";"Ipaussu (SP)";"Total";"18 e 19 anos";"389";"221";"168"
"3520905";"Ipaussu (SP)";"Total";"20 a 24 anos";"1202";"949";"253"
"3520905";"Ipaussu (SP)";"Total";"25 a 29 anos";"1066";"862";"204"
"3520905";"Ipaussu (SP)";"Total";"30 a 34 anos";"968";"796";"172"
"3520905";"Ipaussu (SP)";"Total";"35 a 39 anos";"1028";"832";"196"
"3520905";"Ipaussu (SP)";"Total";"40 a 44 anos";"1008";"787";"220"
"3520905";"Ipaussu (SP)";"Total";"45 a 49 anos";"884";"676";"208"
"3520905";"Ipaussu (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3520905";"Ipaussu (SP)";"Total";"50 a 54 anos";"684";"386";"298"
"3520905";"Ipaussu (SP)";"Total";"55 a 59 anos";"635";"370";"265"
"3520905";"Ipaussu (SP)";"Total";"60 a 69 anos";"1045";"298";"747"
"3520905";"Ipaussu (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3520905";"Ipaussu (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3521002";"Iperó (SP)";"Total";"15 a 19 anos";"2406";"1205";"1201"
"3521002";"Iperó (SP)";"Total";"15 a 17 anos";"1470";"513";"957"
"3521002";"Iperó (SP)";"Total";"15 anos";"...";"...";"..."
"3521002";"Iperó (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3521002";"Iperó (SP)";"Total";"18 e 19 anos";"936";"692";"244"
"3521002";"Iperó (SP)";"Total";"20 a 24 anos";"2849";"1802";"1047"
"3521002";"Iperó (SP)";"Total";"25 a 29 anos";"2959";"1989";"970"
"3521002";"Iperó (SP)";"Total";"30 a 34 anos";"2558";"1654";"904"
"3521002";"Iperó (SP)";"Total";"35 a 39 anos";"2096";"1479";"617"
"3521002";"Iperó (SP)";"Total";"40 a 44 anos";"1817";"1329";"488"
"3521002";"Iperó (SP)";"Total";"45 a 49 anos";"1740";"1154";"586"
"3521002";"Iperó (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3521002";"Iperó (SP)";"Total";"50 a 54 anos";"1460";"874";"586"
"3521002";"Iperó (SP)";"Total";"55 a 59 anos";"1208";"592";"617"
"3521002";"Iperó (SP)";"Total";"60 a 69 anos";"1381";"342";"1039"
"3521002";"Iperó (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3521002";"Iperó (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3521101";"Ipeúna (SP)";"Total";"15 a 19 anos";"558";"328";"230"
"3521101";"Ipeúna (SP)";"Total";"15 a 17 anos";"329";"129";"200"
"3521101";"Ipeúna (SP)";"Total";"15 anos";"...";"...";"..."
"3521101";"Ipeúna (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3521101";"Ipeúna (SP)";"Total";"18 e 19 anos";"229";"200";"29"
"3521101";"Ipeúna (SP)";"Total";"20 a 24 anos";"549";"484";"65"
"3521101";"Ipeúna (SP)";"Total";"25 a 29 anos";"544";"473";"71"
"3521101";"Ipeúna (SP)";"Total";"30 a 34 anos";"516";"446";"70"
"3521101";"Ipeúna (SP)";"Total";"35 a 39 anos";"457";"367";"90"
"3521101";"Ipeúna (SP)";"Total";"40 a 44 anos";"393";"343";"50"
"3521101";"Ipeúna (SP)";"Total";"45 a 49 anos";"335";"282";"53"
"3521101";"Ipeúna (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3521101";"Ipeúna (SP)";"Total";"50 a 54 anos";"273";"176";"97"
"3521101";"Ipeúna (SP)";"Total";"55 a 59 anos";"286";"153";"133"
"3521101";"Ipeúna (SP)";"Total";"60 a 69 anos";"337";"130";"207"
"3521101";"Ipeúna (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3521101";"Ipeúna (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3521150";"Ipiguá (SP)";"Total";"15 a 19 anos";"350";"145";"205"
"3521150";"Ipiguá (SP)";"Total";"15 a 17 anos";"194";"34";"160"
"3521150";"Ipiguá (SP)";"Total";"15 anos";"...";"...";"..."
"3521150";"Ipiguá (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3521150";"Ipiguá (SP)";"Total";"18 e 19 anos";"156";"111";"45"
"3521150";"Ipiguá (SP)";"Total";"20 a 24 anos";"365";"286";"79"
"3521150";"Ipiguá (SP)";"Total";"25 a 29 anos";"335";"254";"81"
"3521150";"Ipiguá (SP)";"Total";"30 a 34 anos";"361";"279";"82"
"3521150";"Ipiguá (SP)";"Total";"35 a 39 anos";"325";"257";"68"
"3521150";"Ipiguá (SP)";"Total";"40 a 44 anos";"325";"247";"78"
"3521150";"Ipiguá (SP)";"Total";"45 a 49 anos";"303";"211";"92"
"3521150";"Ipiguá (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3521150";"Ipiguá (SP)";"Total";"50 a 54 anos";"265";"181";"84"
"3521150";"Ipiguá (SP)";"Total";"55 a 59 anos";"264";"106";"159"
"3521150";"Ipiguá (SP)";"Total";"60 a 69 anos";"377";"97";"280"
"3521150";"Ipiguá (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3521150";"Ipiguá (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3521200";"Iporanga (SP)";"Total";"15 a 19 anos";"438";"236";"202"
"3521200";"Iporanga (SP)";"Total";"15 a 17 anos";"280";"120";"159"
"3521200";"Iporanga (SP)";"Total";"15 anos";"...";"...";"..."
"3521200";"Iporanga (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3521200";"Iporanga (SP)";"Total";"18 e 19 anos";"158";"116";"42"
"3521200";"Iporanga (SP)";"Total";"20 a 24 anos";"326";"237";"89"
"3521200";"Iporanga (SP)";"Total";"25 a 29 anos";"328";"269";"59"
"3521200";"Iporanga (SP)";"Total";"30 a 34 anos";"331";"255";"76"
"3521200";"Iporanga (SP)";"Total";"35 a 39 anos";"285";"229";"56"
"3521200";"Iporanga (SP)";"Total";"40 a 44 anos";"240";"189";"51"
"3521200";"Iporanga (SP)";"Total";"45 a 49 anos";"233";"193";"40"
"3521200";"Iporanga (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3521200";"Iporanga (SP)";"Total";"50 a 54 anos";"236";"187";"49"
"3521200";"Iporanga (SP)";"Total";"55 a 59 anos";"165";"128";"37"
"3521200";"Iporanga (SP)";"Total";"60 a 69 anos";"250";"101";"149"
"3521200";"Iporanga (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3521200";"Iporanga (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3521309";"Ipuã (SP)";"Total";"15 a 19 anos";"1181";"552";"629"
"3521309";"Ipuã (SP)";"Total";"15 a 17 anos";"734";"247";"486"
"3521309";"Ipuã (SP)";"Total";"15 anos";"...";"...";"..."
"3521309";"Ipuã (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3521309";"Ipuã (SP)";"Total";"18 e 19 anos";"447";"305";"142"
"3521309";"Ipuã (SP)";"Total";"20 a 24 anos";"1379";"1095";"284"
"3521309";"Ipuã (SP)";"Total";"25 a 29 anos";"1390";"1097";"293"
"3521309";"Ipuã (SP)";"Total";"30 a 34 anos";"1259";"966";"293"
"3521309";"Ipuã (SP)";"Total";"35 a 39 anos";"1082";"840";"242"
"3521309";"Ipuã (SP)";"Total";"40 a 44 anos";"930";"699";"231"
"3521309";"Ipuã (SP)";"Total";"45 a 49 anos";"879";"612";"267"
"3521309";"Ipuã (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3521309";"Ipuã (SP)";"Total";"50 a 54 anos";"726";"403";"323"
"3521309";"Ipuã (SP)";"Total";"55 a 59 anos";"588";"297";"291"
"3521309";"Ipuã (SP)";"Total";"60 a 69 anos";"790";"191";"599"
"3521309";"Ipuã (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3521309";"Ipuã (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3521408";"Iracemápolis (SP)";"Total";"15 a 19 anos";"1572";"756";"816"
"3521408";"Iracemápolis (SP)";"Total";"15 a 17 anos";"899";"253";"646"
"3521408";"Iracemápolis (SP)";"Total";"15 anos";"...";"...";"..."
"3521408";"Iracemápolis (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3521408";"Iracemápolis (SP)";"Total";"18 e 19 anos";"673";"503";"170"
"3521408";"Iracemápolis (SP)";"Total";"20 a 24 anos";"1921";"1505";"416"
"3521408";"Iracemápolis (SP)";"Total";"25 a 29 anos";"2030";"1665";"365"
"3521408";"Iracemápolis (SP)";"Total";"30 a 34 anos";"1694";"1357";"337"
"3521408";"Iracemápolis (SP)";"Total";"35 a 39 anos";"1584";"1248";"336"
"3521408";"Iracemápolis (SP)";"Total";"40 a 44 anos";"1458";"1095";"363"
"3521408";"Iracemápolis (SP)";"Total";"45 a 49 anos";"1391";"875";"516"
"3521408";"Iracemápolis (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3521408";"Iracemápolis (SP)";"Total";"50 a 54 anos";"1175";"727";"447"
"3521408";"Iracemápolis (SP)";"Total";"55 a 59 anos";"916";"402";"514"
"3521408";"Iracemápolis (SP)";"Total";"60 a 69 anos";"1133";"232";"901"
"3521408";"Iracemápolis (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3521408";"Iracemápolis (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3521507";"Irapuã (SP)";"Total";"15 a 19 anos";"565";"333";"232"
"3521507";"Irapuã (SP)";"Total";"15 a 17 anos";"315";"143";"173"
"3521507";"Irapuã (SP)";"Total";"15 anos";"...";"...";"..."
